rider_id,date,location,rides,on_time_rides,cancelled_rides,missed_rides,distance_km,overhead_distance_km,earnings,peak_bonus,waiting_earnings,fuel_cost,idle_minutes,work_hours,customer_rating,avg_speed_kmph,network_downtime
R109XM,2025-08-26,Delhi,12,8,0,1,52.67,1.65,560.22,0,21.85,111.39,38,4.54,4.02,21.12,0
R584RK,2025-08-26,Chennai,11,7,2,0,54.97,11.34,487.45,0,23.97,131.17,35,4.59,4.05,25.04,2
R743PA,2025-08-26,Delhi,11,8,1,1,56.81,13.28,602.02,0,14.1,134.77,49,4.74,4.0,23.51,6
R286SP,2025-08-26,Delhi,8,6,0,3,30.97,4.68,358.91,0,12.74,86.55,81,3.82,4.74,20.46,5
R801FH,2025-08-26,Kolkata,5,4,2,1,21.51,6.28,187.8,0,5.45,72.88,72,2.94,4.08,20.57,3
R973EP,2025-08-26,Bangaluru,7,4,1,1,31.31,5.99,314.33,0,6.28,91.45,38,2.75,4.18,22.05,7
R407XS,2025-08-26,Kolkata,5,3,1,3,25.88,0.54,224.19,0,4.73,70.54,57,2.31,4.35,26.8,3
R193BY,2025-08-26,Bangaluru,6,4,2,2,25.81,5.49,311.59,0,9.27,64.32,45,2.8,4.38,21.33,4
R415YA,2025-08-26,Bangaluru,6,5,2,1,25.02,3.44,289.68,0,4.61,62.45,35,2.35,4.58,20.64,3
R448OG,2025-08-26,Delhi,8,5,2,2,37.66,8.84,353.45,0,13.79,100.44,42,3.56,4.17,23.08,1
R304DM,2025-08-26,Bangaluru,6,4,2,1,24.51,5.16,272.88,0,5.06,61.8,49,2.57,4.33,22.99,10
R343OA,2025-08-26,Kolkata,9,7,2,1,38.31,5.53,429.87,0,12.79,92.36,52,3.94,4.45,20.17,0
R418NE,2025-08-26,Kolkata,5,3,1,0,23.05,2.68,242.28,0,6.39,52.9,67,2.8,4.31,22.71,4
R121EY,2025-08-26,Mumbai,10,6,3,0,46.58,4.21,557.72,0,15.52,134.36,38,4.17,4.07,19.91,1
R941YF,2025-08-26,Bangaluru,11,8,3,3,54.02,1.16,479.53,0,14.07,112.71,64,5.1,4.32,19.83,2
R281PE,2025-08-26,Hyderabad,10,8,2,2,42.57,7.61,464.93,0,15.16,107.05,41,4.0,4.68,21.08,4
R891BT,2025-08-26,Chennai,6,5,3,3,25.75,7.57,309.35,0,6.42,79.49,84,3.44,4.67,21.71,4
R486IW,2025-08-26,Kolkata,10,7,0,1,46.63,6.65,452.45,0,16.84,124.79,81,4.71,4.33,24.76,0
R164HD,2025-08-26,Hyderabad,11,10,3,2,53.74,15.25,619.12,0,13.57,189.24,73,5.02,4.69,26.34,5
R534ZN,2025-08-26,Bangaluru,11,8,3,1,52.37,2.46,537.94,0,19.58,120.25,88,4.82,4.8,27.17,2
R527PW,2025-08-26,Delhi,11,7,3,0,55.36,6.66,582.62,0,13.3,113.3,78,5.34,4.39,20.7,2
R410ZV,2025-08-26,Bangaluru,7,6,0,2,32.71,7.76,330.98,0,10.9,107.21,41,3.61,4.79,19.68,6
R427GS,2025-08-26,Mumbai,13,9,0,1,56.61,14.34,601.3,80,12.97,133.75,87,5.53,4.04,22.71,2
R587WP,2025-08-26,Chennai,7,6,2,3,32.45,2.03,331.89,0,10.77,81.6,44,2.9,4.61,22.8,1
R961IX,2025-08-26,Mumbai,8,5,2,2,35.84,6.89,331.35,0,15.48,103.92,58,3.66,4.16,24.34,1
R390JY,2025-08-26,Mumbai,10,7,0,1,43.73,4.79,481.56,0,15.18,104.46,39,3.63,4.58,25.72,0
R858BB,2025-08-26,Kolkata,9,7,2,0,40.6,5.93,381.06,0,7.68,93.73,84,3.98,4.53,22.9,6
R175LP,2025-08-26,Chennai,11,7,2,1,48.35,3.73,505.67,0,17.1,115.8,69,4.94,4.14,19.89,1
R347YR,2025-08-26,Kolkata,9,6,0,0,40.12,6.98,378.36,0,12.1,101.24,50,3.59,4.37,25.34,1
R477UY,2025-08-26,Kolkata,6,4,2,1,27.95,3.68,294.25,0,8.43,77.74,62,3.19,4.36,21.25,2
R781EN,2025-08-26,Chennai,5,4,1,2,24.58,5.11,235.02,0,5.22,60.75,81,3.19,4.46,19.91,6
R863EM,2025-08-26,Delhi,12,9,1,1,54.15,11.63,588.76,0,11.41,130.99,48,4.53,4.68,22.61,3
R324GS,2025-08-26,Chennai,9,6,2,3,43.51,12.09,483.14,0,11.4,112.75,68,4.38,4.1,23.15,5
R945ZV,2025-08-26,Kolkata,11,7,3,2,49.64,4.27,551.64,0,13.01,118.23,30,3.52,4.36,25.7,5
R420PR,2025-08-26,Mumbai,10,8,0,0,44.88,12.37,508.68,0,15.76,110.96,89,5.15,4.42,20.94,2
R822JY,2025-08-26,Delhi,8,7,3,3,33.71,3.59,409.59,0,13.84,66.0,65,3.24,4.57,27.17,0
R568OJ,2025-08-26,Bangaluru,7,5,1,2,31.86,2.84,322.71,0,12.71,75.59,64,3.23,4.09,24.51,3
R854AR,2025-08-26,Delhi,8,5,0,1,38.62,9.15,423.08,0,11.32,83.5,72,4.21,4.39,22.57,4
R478XV,2025-08-26,Hyderabad,8,6,2,0,35.21,3.42,370.0,0,10.65,105.1,69,4.04,4.24,19.96,8
R284DY,2025-08-26,Mumbai,13,9,0,2,64.21,10.58,633.35,80,14.83,170.24,48,4.85,4.37,23.47,0
R512TG,2025-08-26,Mumbai,8,6,1,2,38.57,0.7,438.75,0,12.1,86.01,83,3.87,4.58,21.9,3
R306DU,2025-08-26,Kolkata,6,4,3,1,26.27,0.53,238.37,0,8.03,53.28,52,2.67,4.19,19.8,2
R792SJ,2025-08-26,Mumbai,10,9,1,2,43.22,3.15,483.35,0,21.09,109.49,58,4.03,4.51,25.09,6
R947MB,2025-08-26,Bangaluru,6,4,3,2,23.53,3.39,219.21,0,4.85,51.44,42,2.53,4.01,19.47,9
R930CC,2025-08-26,Mumbai,7,6,1,1,33.32,4.77,276.99,0,14.11,99.14,38,3.21,4.47,22.22,3
R910GA,2025-08-26,Delhi,11,9,2,0,51.9,10.83,542.19,0,10.41,115.82,55,4.03,4.41,26.82,2
R510MZ,2025-08-26,Chennai,10,8,0,3,44.65,13.73,437.11,0,16.64,116.64,54,4.94,4.69,19.55,5
R510RZ,2025-08-26,Mumbai,8,6,3,1,36.23,0.73,373.97,0,9.64,71.17,78,3.71,4.06,21.84,5
R558XM,2025-08-26,Chennai,11,8,1,0,43.28,7.14,478.39,0,9.66,110.78,36,3.55,4.63,22.15,4
R575ZO,2025-08-26,Chennai,4,3,1,3,18.22,1.07,193.31,0,3.78,42.11,83,2.47,3.99,22.98,2
R158ZG,2025-08-26,Hyderabad,7,5,1,2,29.37,4.19,256.28,0,6.61,77.23,43,2.88,4.2,19.45,1
R737NB,2025-08-26,Mumbai,12,9,2,3,53.25,7.24,449.66,0,24.29,143.89,28,4.5,4.06,23.6,5
R775AN,2025-08-26,Kolkata,8,5,3,1,41.0,1.19,420.25,0,14.44,107.46,86,4.11,4.08,23.23,2
R303ER,2025-08-26,Hyderabad,4,3,0,2,15.33,4.77,146.46,0,3.43,43.92,82,2.56,4.25,22.32,3
R669AK,2025-08-26,Hyderabad,11,10,0,0,48.43,10.12,444.06,0,8.23,129.44,56,4.0,4.76,25.26,2
R509EA,2025-08-26,Bangaluru,6,4,2,0,29.57,4.33,273.29,0,6.59,87.02,79,3.1,4.31,25.97,9
R413CM,2025-08-26,Delhi,10,8,3,3,45.69,10.74,472.81,0,11.21,111.14,72,4.14,4.59,26.77,4
R728HB,2025-08-26,Mumbai,6,4,0,2,30.12,6.78,367.79,0,5.53,98.17,61,3.17,4.24,21.31,6
R817FL,2025-08-26,Kolkata,6,4,2,2,26.93,6.26,252.31,0,11.8,69.37,53,2.91,4.58,24.68,2
R764NI,2025-08-26,Mumbai,13,9,0,2,62.55,17.19,708.75,80,21.39,192.25,36,5.84,4.34,20.81,5
R377DZ,2025-08-26,Hyderabad,8,5,3,1,37.03,0.75,446.07,0,15.53,94.88,65,3.72,4.08,22.32,0
R155CH,2025-08-26,Bangaluru,13,9,3,1,50.42,17.45,526.73,80,12.32,180.87,55,5.07,4.24,20.58,12
R548LF,2025-08-26,Hyderabad,9,6,3,1,40.6,6.95,431.2,0,11.52,124.58,64,4.18,4.06,19.77,8
R294IL,2025-08-26,Kolkata,5,4,2,0,24.11,2.56,225.83,0,6.03,52.5,50,2.42,4.28,22.5,1
R717EH,2025-08-26,Mumbai,7,5,2,1,27.5,3.98,218.6,0,9.66,81.68,36,2.63,4.57,26.56,1
R384GH,2025-08-26,Kolkata,9,8,0,2,41.43,9.43,475.48,0,10.9,114.57,77,4.19,4.82,25.08,4
R141MJ,2025-08-26,Delhi,11,8,3,2,50.68,5.07,530.12,0,10.81,107.87,85,5.21,4.32,19.63,6
R636VZ,2025-08-26,Bangaluru,10,8,3,1,42.72,4.65,411.63,0,13.78,111.97,69,4.55,4.54,20.79,0
R121BL,2025-08-26,Chennai,9,6,1,1,41.79,10.58,354.06,0,10.93,111.0,87,4.86,3.98,20.39,1
R270FB,2025-08-26,Kolkata,8,6,1,3,34.31,9.56,363.94,0,9.34,93.03,53,3.9,4.42,20.08,4
R708MD,2025-08-26,Bangaluru,10,7,2,0,43.03,8.16,456.45,0,12.85,106.31,74,4.61,4.18,21.62,6
R500NF,2025-08-26,Chennai,10,6,0,0,44.24,9.69,464.88,0,11.32,135.98,49,4.49,4.27,19.53,1
R161WN,2025-08-26,Hyderabad,5,3,1,2,23.4,2.43,295.98,0,4.27,53.43,49,2.45,3.99,20.33,0
R138SK,2025-08-26,Mumbai,7,5,0,0,34.83,3.05,411.84,0,8.95,78.79,89,3.81,4.36,20.7,4
R197TQ,2025-08-26,Delhi,11,8,0,2,51.16,6.82,574.44,0,16.84,103.59,67,4.92,4.45,21.09,6
R832JT,2025-08-26,Hyderabad,10,9,3,2,45.46,13.4,522.94,0,15.91,118.22,77,4.83,4.77,23.55,10
R999JP,2025-08-26,Kolkata,5,3,1,1,23.95,0.54,246.14,0,5.05,48.21,64,2.49,4.1,24.41,2
R804GT,2025-08-26,Mumbai,5,4,1,0,22.03,5.88,230.56,0,6.7,67.65,73,2.74,4.71,24.55,2
R233TY,2025-08-26,Delhi,5,4,2,2,23.31,2.85,239.76,0,4.67,56.87,59,2.51,4.17,24.01,4
R350TF,2025-08-26,Chennai,10,6,1,0,44.85,3.25,545.03,0,11.96,89.67,32,3.56,4.39,20.51,6
R507AL,2025-08-26,Bangaluru,13,11,0,3,61.2,17.51,557.86,80,23.24,205.45,53,5.39,4.69,25.48,4
R303BW,2025-08-26,Mumbai,11,10,3,3,46.86,10.51,517.11,0,11.47,119.65,49,4.22,4.63,21.1,4
R796OQ,2025-08-26,Hyderabad,6,5,0,1,26.23,7.98,277.18,0,7.19,76.42,40,2.56,4.66,24.41,6
R456ID,2025-08-26,Chennai,5,4,1,0,24.61,6.96,257.82,0,6.32,58.24,82,3.18,4.67,24.43,2
R466KO,2025-08-26,Hyderabad,6,4,2,0,27.96,7.44,280.84,0,6.34,70.32,63,3.08,4.38,23.38,0
R784JA,2025-08-26,Mumbai,13,11,0,0,60.35,14.31,555.59,80,16.58,187.9,54,5.54,4.55,21.53,0
R641IO,2025-08-26,Kolkata,10,9,2,3,43.76,6.28,410.7,0,15.88,111.41,70,4.31,4.61,22.61,4
R807HY,2025-08-26,Kolkata,6,4,2,0,23.97,7.27,239.12,0,10.34,69.54,85,3.26,4.39,25.18,2
R517KN,2025-08-26,Delhi,7,6,0,1,29.49,3.44,382.68,0,10.63,65.32,16,2.59,4.66,20.43,1
R957DZ,2025-08-26,Bangaluru,13,9,2,2,53.93,9.32,462.57,80,12.83,161.09,58,5.04,4.39,21.55,7
R671CI,2025-08-26,Kolkata,6,4,3,3,30.58,3.93,264.04,0,6.53,72.45,48,2.93,4.33,21.47,3
R174LG,2025-08-26,Kolkata,4,3,1,1,18.2,5.49,181.97,0,4.31,63.74,35,1.81,4.66,26.11,3
R499AF,2025-08-26,Hyderabad,8,6,1,0,35.73,4.47,357.42,0,12.52,101.32,48,3.06,4.54,27.03,11
R809GC,2025-08-26,Kolkata,5,4,2,0,23.78,5.03,218.1,0,8.46,73.59,90,3.11,4.63,25.66,1
R358CV,2025-08-26,Bangaluru,8,6,3,1,36.86,5.49,431.54,0,13.0,111.78,90,4.22,4.79,23.91,11
R838NB,2025-08-26,Delhi,8,5,0,2,37.02,6.73,428.94,0,10.86,80.39,77,3.74,4.19,23.64,5
R116NN,2025-08-26,Mumbai,13,12,0,3,61.47,13.52,562.13,80,13.36,188.71,40,4.59,4.44,24.34,5
R303CK,2025-08-26,Chennai,10,8,0,2,43.64,7.54,426.12,0,15.19,132.15,80,4.91,4.76,21.74,0
R195YB,2025-08-26,Kolkata,13,10,2,3,58.05,9.85,593.08,80,20.37,145.17,23,4.64,4.45,24.68,4
R170MS,2025-08-26,Delhi,8,6,0,0,33.29,7.84,311.55,0,10.69,99.66,87,4.33,4.65,20.24,4
R334FL,2025-08-26,Hyderabad,10,8,1,3,44.17,5.27,452.04,0,11.43,97.28,47,3.33,4.54,26.47,5
R890VS,2025-08-26,Bangaluru,7,6,0,3,35.13,4.82,422.32,0,9.92,75.42,66,3.42,4.42,25.31,4
R583BD,2025-08-26,Mumbai,9,7,1,3,37.86,9.41,483.81,0,7.41,96.02,84,3.7,4.75,26.64,6
R962UY,2025-08-26,Kolkata,6,4,0,3,28.5,5.06,326.63,0,6.66,70.79,41,2.53,4.38,22.79,5
R896FM,2025-08-26,Delhi,16,10,2,0,74.07,13.28,807.21,80,15.35,162.45,33,6.2,4.16,24.19,2
R241TE,2025-08-26,Chennai,11,8,2,3,48.18,14.45,456.68,0,19.04,119.11,39,4.94,4.34,20.85,1
R267DJ,2025-08-26,Hyderabad,6,4,2,1,27.48,4.49,312.91,0,8.16,87.95,38,2.48,4.14,25.82,7
R807IA,2025-08-26,Hyderabad,7,6,0,2,31.94,3.38,343.08,0,8.92,72.43,72,3.24,4.61,25.31,7
R291SO,2025-08-26,Bangaluru,7,6,1,2,31.32,8.91,278.02,0,9.02,99.47,82,3.9,4.62,21.55,1
R302GG,2025-08-26,Chennai,10,7,1,2,45.61,10.83,517.57,0,12.91,140.48,79,4.85,4.46,21.46,5
R993XD,2025-08-26,Kolkata,4,3,0,1,17.13,4.84,152.0,0,6.45,51.15,90,2.8,4.6,26.84,2
R309BM,2025-08-26,Bangaluru,7,5,2,0,34.37,7.73,365.31,0,8.67,111.87,51,3.22,4.75,22.41,12
R740AB,2025-08-26,Bangaluru,10,7,1,2,51.15,3.21,564.9,0,8.23,133.98,37,3.63,4.08,23.56,12
R492RF,2025-08-26,Bangaluru,12,10,1,2,49.3,2.69,531.05,0,13.91,114.22,63,3.86,4.69,27.02,9
R186QG,2025-08-26,Chennai,9,8,0,0,41.42,8.25,417.25,0,16.69,91.97,54,4.16,4.64,23.05,0
R672RH,2025-08-26,Hyderabad,8,7,1,0,36.08,6.43,402.71,0,16.62,108.36,36,3.27,4.68,24.61,7
R573ZS,2025-08-26,Mumbai,9,7,0,3,39.88,8.25,460.12,0,13.49,119.25,77,4.27,4.47,21.69,6
R291BV,2025-08-26,Mumbai,8,5,1,3,36.77,8.5,324.14,0,11.7,97.02,19,3.26,4.06,20.72,1
R251OK,2025-08-26,Mumbai,13,11,3,3,64.47,14.59,762.23,80,28.49,201.4,80,6.91,4.48,19.97,3
R666SS,2025-08-26,Mumbai,5,4,1,2,24.1,3.88,290.65,0,7.01,54.6,80,3.03,4.68,22.1,3
R561DF,2025-08-26,Mumbai,9,6,0,2,36.92,2.02,383.49,0,18.35,93.19,35,3.36,4.0,22.74,5
R604EM,2025-08-26,Mumbai,14,9,0,1,60.34,5.22,618.01,80,11.64,157.4,47,4.44,4.31,23.06,2
R789FM,2025-08-26,Chennai,10,9,2,1,45.68,9.88,481.33,0,11.22,111.04,39,3.76,4.7,25.17,3
R636BP,2025-08-26,Delhi,8,6,3,1,34.4,4.0,334.58,0,7.2,82.76,69,3.54,4.03,20.62,3
R429BY,2025-08-26,Hyderabad,10,9,1,1,40.44,10.14,410.55,0,11.57,141.05,88,4.42,4.41,24.64,11
R198ZB,2025-08-26,Mumbai,14,10,1,1,61.77,10.27,800.58,80,15.27,195.29,77,5.79,4.12,21.47,6
R802GI,2025-08-26,Hyderabad,8,5,3,1,39.28,10.08,506.74,0,8.15,118.11,74,4.16,4.07,21.13,0
R499EJ,2025-08-26,Mumbai,11,9,2,3,43.4,13.17,392.64,0,21.3,153.36,62,5.23,4.64,19.66,0
R581BI,2025-08-26,Mumbai,10,7,2,0,39.7,9.15,397.15,0,21.09,108.34,58,4.52,4.69,20.81,3
R771KE,2025-08-26,Bangaluru,6,4,1,0,28.32,7.95,317.11,0,6.24,71.4,47,3.12,4.05,20.1,7
R521HV,2025-08-26,Mumbai,5,4,1,0,24.51,2.81,239.91,0,8.45,62.09,78,2.91,4.71,24.27,6
R336AF,2025-08-26,Kolkata,6,4,3,0,25.15,6.21,243.53,0,9.0,62.56,83,3.23,4.29,24.58,4
R639ZS,2025-08-26,Mumbai,10,8,1,0,44.8,5.56,490.73,0,9.33,107.89,77,4.49,4.5,20.14,6
R827JO,2025-08-26,Mumbai,10,9,1,3,47.27,4.44,597.88,0,16.79,119.93,76,4.48,4.45,24.76,5
R225OI,2025-08-26,Chennai,6,5,0,0,25.61,4.48,259.91,0,9.72,76.35,44,2.96,4.71,19.41,6
R155WD,2025-08-26,Bangaluru,12,9,2,1,54.86,10.39,694.75,0,15.21,171.0,71,4.82,4.17,23.37,9
R802QZ,2025-08-26,Delhi,6,4,0,0,31.98,1.61,408.86,0,5.09,75.04,52,2.53,4.3,25.88,4
R232LL,2025-08-26,Mumbai,7,5,2,3,32.71,8.35,299.05,0,11.26,91.22,44,3.02,4.37,27.16,3
R991MA,2025-08-26,Delhi,12,11,1,3,50.81,9.54,505.2,0,19.95,148.01,53,5.07,4.6,22.13,2
R407NX,2025-08-26,Hyderabad,7,6,2,3,26.16,1.11,295.09,0,12.58,65.86,51,2.85,4.73,21.0,5
R952GY,2025-08-26,Hyderabad,5,4,3,1,26.73,3.84,308.41,0,8.59,60.92,80,3.18,4.55,24.27,12
R261WF,2025-08-26,Kolkata,6,4,3,2,27.8,3.81,298.5,0,5.49,74.21,78,2.98,4.22,23.94,2
R155BG,2025-08-26,Bangaluru,8,5,3,0,40.5,2.07,502.38,0,10.86,79.8,40,3.18,4.24,27.26,2
R736FW,2025-08-26,Chennai,4,2,2,3,18.56,0.66,172.22,0,4.4,50.23,38,1.75,4.05,22.2,6
R332XH,2025-08-26,Chennai,9,8,2,3,41.61,4.52,358.83,0,9.37,99.28,90,3.92,4.46,25.14,1
R114KP,2025-08-26,Chennai,5,3,1,1,23.43,1.98,269.2,0,7.38,62.27,84,3.17,4.08,20.23,6
R479IZ,2025-08-26,Chennai,14,12,0,3,63.54,16.16,557.3,80,17.8,211.51,21,5.15,4.65,21.1,6
R426IV,2025-08-26,Mumbai,13,9,1,1,58.77,2.74,554.05,80,12.3,152.21,49,4.64,4.4,20.75,1
R572AD,2025-08-26,Hyderabad,8,6,0,0,32.91,3.29,345.89,0,16.86,96.74,48,3.33,4.48,22.88,4
R195BQ,2025-08-26,Hyderabad,5,4,3,0,22.7,4.42,190.81,0,5.92,53.86,59,2.5,4.52,23.5,5
R754WW,2025-08-26,Chennai,9,6,3,0,41.33,7.18,446.43,0,9.03,128.74,52,3.93,4.01,20.77,2
R928JZ,2025-08-26,Chennai,7,6,0,2,32.54,5.03,310.58,0,5.37,91.58,55,3.07,4.58,21.62,5
R648BE,2025-08-26,Chennai,6,5,0,0,28.04,5.95,297.21,0,10.73,70.14,78,3.29,4.62,24.62,0
R582AY,2025-08-26,Chennai,5,4,3,1,20.96,6.35,183.26,0,3.73,56.2,16,1.61,4.25,26.9,5
R991TD,2025-08-26,Hyderabad,10,8,2,1,48.0,1.81,420.83,0,12.35,132.4,90,4.5,4.61,21.79,10
R125FY,2025-08-26,Mumbai,8,6,0,3,38.92,10.43,399.84,0,14.11,110.42,70,4.49,4.21,19.43,1
R440TG,2025-08-26,Chennai,9,7,3,0,43.96,4.4,505.66,0,9.89,109.92,48,3.91,4.64,19.9,2
R503EK,2025-08-26,Delhi,5,3,0,3,23.88,1.47,212.03,0,4.41,49.26,71,2.55,4.14,24.25,2
R971ZK,2025-08-26,Chennai,9,6,2,0,38.67,6.49,404.07,0,9.03,114.47,68,3.99,4.23,20.73,4
R810FD,2025-08-26,Mumbai,10,8,2,1,46.85,5.75,515.05,0,12.01,105.03,77,4.95,4.82,19.46,6
R322ZJ,2025-08-26,Bangaluru,5,4,0,1,20.22,1.47,273.27,0,8.84,52.0,56,2.44,4.18,23.51,4
R547RN,2025-08-26,Bangaluru,7,5,3,3,29.45,0.97,305.77,0,6.99,74.89,47,2.75,4.4,19.93,1
R138XX,2025-08-26,Delhi,7,5,2,2,32.14,1.33,372.57,0,12.8,60.31,90,3.88,4.33,21.11,6
R709RG,2025-08-26,Chennai,8,7,1,0,35.44,7.2,368.53,0,11.7,79.29,61,3.6,4.53,22.61,6
R553ZS,2025-08-26,Bangaluru,11,7,3,2,43.63,2.69,543.07,0,17.96,116.41,63,4.31,4.31,20.56,10
R268LB,2025-08-26,Bangaluru,10,7,2,2,45.36,8.17,509.53,0,11.55,142.96,49,4.06,4.07,22.06,8
R273JP,2025-08-26,Hyderabad,10,8,1,0,44.01,12.09,430.48,0,13.15,116.58,48,4.85,4.6,19.76,4
R734FG,2025-08-26,Mumbai,11,8,1,3,47.38,6.68,480.33,0,13.7,104.39,51,3.7,4.55,26.87,6
R373CJ,2025-08-26,Bangaluru,8,7,2,0,32.27,10.03,366.72,0,16.44,86.1,83,4.35,4.82,20.95,8
R195UX,2025-08-26,Mumbai,11,9,1,0,46.55,1.65,535.03,0,19.75,104.4,86,4.81,4.49,24.1,2
R476MT,2025-08-26,Hyderabad,8,5,1,0,37.69,0.96,457.72,0,9.56,80.92,79,3.79,4.24,21.52,5
R739XX,2025-08-26,Delhi,11,9,1,2,49.58,5.78,463.0,0,10.17,119.95,89,4.48,4.63,24.09,2
R212YO,2025-08-26,Delhi,5,3,3,1,21.64,4.68,270.7,0,6.31,51.93,59,2.53,4.25,26.35,3
R399CK,2025-08-26,Delhi,10,9,2,2,50.41,9.28,542.4,0,17.16,122.15,47,4.38,4.74,23.52,0
R261FJ,2025-08-26,Chennai,11,7,2,0,48.62,14.63,472.68,0,14.95,122.5,60,4.75,4.3,25.18,3
R135ZB,2025-08-26,Mumbai,9,7,1,3,39.21,2.04,463.23,0,16.57,90.46,82,4.26,4.42,21.32,5
R424LN,2025-08-26,Delhi,6,4,0,2,25.75,7.21,276.05,0,12.36,58.67,64,3.14,4.04,23.79,6
R547QO,2025-08-26,Hyderabad,8,6,1,0,38.69,8.11,369.92,0,7.32,106.31,59,3.7,4.13,21.0,7
R352TY,2025-08-26,Hyderabad,6,4,0,0,26.73,1.69,267.96,0,6.4,70.78,57,2.55,4.17,26.07,5
R498NP,2025-08-26,Hyderabad,7,4,0,2,30.35,7.09,306.05,0,12.49,75.37,77,3.59,4.35,23.31,1
R821QS,2025-08-26,Hyderabad,6,5,3,2,28.95,7.42,320.23,0,5.34,102.42,56,3.04,4.52,20.82,2
R883UT,2025-08-26,Delhi,6,5,1,2,24.65,2.26,285.57,0,9.09,66.04,66,2.97,4.62,21.88,1
R864KP,2025-08-26,Bangaluru,11,10,2,0,52.76,10.31,586.91,0,16.27,152.55,65,5.28,4.65,20.51,7
R617QA,2025-08-26,Hyderabad,4,3,3,3,21.25,2.2,223.54,0,4.53,56.97,87,2.96,4.19,21.29,5
R254HZ,2025-08-26,Bangaluru,6,4,1,3,26.4,4.0,239.87,0,10.38,70.24,70,3.11,4.17,24.91,8
R934CH,2025-08-26,Delhi,6,4,0,0,21.96,1.38,277.75,0,11.28,53.2,80,3.2,4.64,19.45,3
R191ZZ,2025-08-26,Chennai,6,4,0,0,28.59,7.62,273.87,0,8.14,87.09,50,2.96,4.18,25.05,3
R631SZ,2025-08-26,Kolkata,6,5,2,0,27.73,6.84,221.36,0,5.47,75.58,57,2.66,4.66,26.71,6
R161JC,2025-08-26,Bangaluru,11,9,1,2,51.28,5.19,532.99,0,17.71,114.71,56,4.4,4.43,24.19,2
R342PJ,2025-08-26,Bangaluru,8,5,2,2,35.64,0.68,286.76,0,7.11,90.96,35,2.95,4.35,19.76,5
R321GF,2025-08-26,Kolkata,8,5,2,3,34.72,6.61,372.05,0,11.92,104.41,55,3.31,4.05,25.43,4
R426TH,2025-08-26,Mumbai,12,9,1,1,52.22,11.13,480.07,0,21.71,134.07,68,4.93,4.54,26.26,0
R598PG,2025-08-26,Mumbai,10,7,3,0,38.91,8.34,480.75,0,13.48,121.08,57,4.23,4.26,20.33,4
R407BX,2025-08-26,Delhi,7,6,0,0,35.03,4.88,341.48,0,6.55,78.27,54,3.03,4.49,23.23,1
R814FM,2025-08-26,Kolkata,8,5,1,2,32.46,8.91,351.9,0,14.12,106.4,89,4.09,4.37,24.24,2
R742CD,2025-08-26,Chennai,6,4,0,2,28.01,6.67,300.61,0,10.89,65.99,77,3.67,4.14,20.57,1
R189JQ,2025-08-26,Chennai,10,7,2,3,43.46,1.75,500.0,0,9.63,88.06,36,3.22,4.34,22.71,3
R569FA,2025-08-26,Bangaluru,11,8,3,2,54.83,5.19,551.76,0,23.38,162.1,52,4.61,4.34,24.79,1
R720PN,2025-08-26,Kolkata,4,4,1,2,18.01,0.6,182.36,0,5.09,43.35,76,2.39,4.4,27.22,4
R114ED,2025-08-26,Bangaluru,10,8,3,2,48.63,12.59,539.06,0,13.34,129.87,53,5.02,4.64,19.44,0
R380DB,2025-08-26,Chennai,9,6,0,2,37.36,1.64,347.19,0,16.71,87.47,40,3.41,4.27,23.21,0
R294AZ,2025-08-26,Kolkata,6,5,0,2,20.67,2.64,207.53,0,10.75,59.16,79,3.19,4.41,19.74,0
R263UL,2025-08-26,Kolkata,11,7,2,3,49.46,13.14,489.52,0,18.8,150.65,60,5.06,4.02,22.25,4
R923VA,2025-08-26,Mumbai,13,9,3,1,59.69,13.0,732.41,80,14.29,139.35,85,6.05,4.17,20.97,3
R158BB,2025-08-26,Delhi,11,9,2,2,54.17,15.31,631.34,0,11.26,148.5,85,5.07,4.41,25.12,0
R168GT,2025-08-26,Hyderabad,6,4,0,3,24.14,1.55,256.31,0,7.39,58.25,84,3.0,4.08,27.07,12
R887TJ,2025-08-26,Hyderabad,5,4,2,1,24.44,6.72,290.39,0,4.29,68.45,81,3.1,4.7,22.09,4
R561CE,2025-08-26,Bangaluru,13,9,0,2,56.88,14.89,699.12,80,15.47,189.69,48,5.62,4.06,20.86,11
R786CI,2025-08-26,Mumbai,7,4,1,0,28.97,5.2,289.92,0,11.65,77.49,53,2.88,4.02,26.28,2
R753VY,2025-08-26,Mumbai,9,6,3,0,37.94,9.92,397.87,0,14.42,106.2,47,4.16,4.11,20.44,4
R543DI,2025-08-26,Chennai,5,3,3,3,19.46,6.92,196.62,0,10.33,52.81,55,2.83,4.06,20.21,3
R834KH,2025-08-26,Mumbai,11,10,2,3,51.34,13.99,556.05,0,9.12,156.78,57,4.32,4.58,24.25,5
R162VG,2025-08-26,Delhi,7,5,1,2,31.18,8.04,333.75,0,14.27,94.45,52,3.73,4.19,19.65,6
R337YN,2025-08-26,Hyderabad,8,5,1,1,32.57,2.24,336.23,0,8.99,74.03,52,2.7,4.07,26.05,12
R706EQ,2025-08-26,Chennai,8,6,0,1,35.05,10.51,394.61,0,13.16,109.58,77,4.27,4.43,21.71,3
R780GQ,2025-08-26,Bangaluru,9,8,2,2,43.77,1.97,498.21,0,13.93,91.86,62,3.96,4.53,22.55,12
